latitude,longitude,timestamp,cluster,source,id_tag
3.0611548,101.6495514,1580000000000.00,cluster_0,MOH - MY,0
3.0611548,101.6495514,1578884188855.00,cluster_1,MOH - MY,1
3.059715,101.642728,1580212413765.00,cluster_2,MOH - MY,2
1.349462,103.94721,1580000000000.00,cluster_3,MOH - SG,3
1.255179,103.821811,1580000000000.00,cluster_4,MOH - SG,4
1.3523888,103.9438567,1580000000000.00,cluster_4,MOH - SG,5
